,Comment,Category Comment,Target_type
1572,think as girlfriend would be really mad that he made me go through that,negative,2
1573,think this song talks about justin and selenas relationship with illuminati,negative,2
1574,ive been listening to this song over and over that its not healthy,negative,2
1575,was so sad to lose eminem to trump derangement syndrome,negative,2
1576,feeling weird cause after decade just discovered the girl in the video is megan fox,negative,2
1577,there is reason why there is billion views and the likes dominate dislikes,negative,2
1578,is no one going to talk about the fact that she left that little girl home alone sleeping like bruh,negative,2
1579,you barely hear lauren in the song tbh,negative,2
1580,why they are try so hard to look sexy exepct camila,negative,2
1581,didnt know kylo ren got problem with being rude,negative,2
1582,the nostalgia of this song physically hurts,negative,2
1583,use to think it said batman wants kiss looking back was weird kid,negative,2
1584,as every dj and singer goes bad marsmello always gets better this is the difference of marsmello,negative,2
1585,those guys who gave dislike are the one who are bullies,negative,2
1586,this is not the girl that used to watch as kid,negative,2
1587,when nicki first showed up it look liked someone farted next to her,negative,2
1588,still dont get what is happening in this video,negative,2
1589,sexy song my girlfriend vanessa does it freaking sexy,negative,2
1590,mans got arrested and his nudes leakedfeels bad man,negative,2
1591,this dude just got arrested and his nudes got leaked on twitter man really went downhill after this song,negative,2
1592,seriously feel bad for silento no one hit wonder has got bullied to the extent he did yeah the song isnt great but would get tired of everyone left and right calling me one hit wonder,negative,2
1593,maybe he was just trying to steal bussy repair kit,negative,2
1594,damn why does this guy looks so alike the scrunchie man oh wonder why,negative,2
1595,oh my god remember when this guy was relevant this was so dumb,negative,2
1596,he was sticking it in like it was nothing,negative,2
1597,took trip down memory to dislike turns out already thumbs downed this song lmao,negative,2
1598,people didnt understand he was mf ing starboy,negative,2
1599,crazy how abel is an entirely different person with every album,negative,2
1600,man this hits like minecraft parody song lol,negative,2
1601,wouldnt be surprised if that panther was his actual pet,negative,2
1602,moment of silence for the girl who broke abels heart when he wasnt the weeknd look what youve done poor little girl,negative,2
1603,singer the weeknd band daft punk song stayboy,negative,2
1604,cant unhear you talkin money need to urinate,negative,2
1605,this is my shit cuz found out could actually dance when started listening to this lol,negative,2
1606,every who disliked misclicked,negative,2
1607,this video was meant for pure memes,negative,2
1608,never really liked this song but the meme like nature it gained makes listening to it now pure experience its kind of cleansing for the mind to listen to older songs nowadays,negative,2
1609,no nudes no drugs no alcohol just some meme material,negative,2
1610,this sounds so weird without the wii shop music in the background,negative,2
1611,if you mess with me like rohan once did youre dead,negative,2
1612,hate people who misspell zayn as zyan,negative,2
1613,the ones who are not from tik tok can like this comment,negative,2
1614,these dislikes were people from who didnt sing despacito carefully,negative,2
1615,can you stop liking now the notifications getting annoying,negative,2
1616,only people who didnt came from tik tok are worthy of liking this,negative,2
1617,it has mor dislikes than de average likes of big youtuber,negative,2
1618,this guy never sings just talks the words no real musicand hes made lots of doshwhy,negative,2
1619,the million people who disliked this song must have had their phone upside down lmao,negative,2
1620,for the people who disliked that is not the download button,negative,2
1621,my girlfriend said this song sucked now shes single,negative,2
1622,the people who disliked have no hearts,negative,2
1623,it is confirmed that the people who disliked this masterpiece are not human,negative,2
1624,the people who disliked are from the town,negative,2
1625,only people who are not from tiktok can like this comment,negative,2
1626,idk if anything is changed but for years this was one of the most hated song cauze how many times we heard it dis this changed yet,negative,2
1627,my girlfriend says this song sucked now shes single,negative,2
1628,the dislikes are from the people that dont have sugar,negative,2
1629,all the dislikes are from the people who missed these weddings that day,negative,2
1630,imagine being in the toilet during this,negative,2
1631,why this reminds me of the coffin dancers,negative,2
1632,remember hearing kid singing this over my aunts fence random know but damn these throwbacks,negative,2
1633,expected her to mourn for that guy killed by kitty purry how did she even guess that,negative,2
1634,the dislikes are from the people still counting dollars and not stars,negative,2
1635,all these dislikes are from the people that cant see the stars,negative,2
1636,and now some random song writters claimed that taylor swift stole the chorus of this song like seriously after so many years duh,negative,2
1637,imagine walking on the streets and seeing some crazy people dancing on top of bus,negative,2
1638,as an indian myself can confirm that this is how bus tours happen in my country,negative,2
1639,tell me honestly this isnt recommended we searched for it,negative,2
1640,her legs are like the two koreas they will never be together again,negative,2
1641,all those people probably got sunburned filming outside,negative,2
1642,sad for the children who only discovered this on tiktok,negative,2
1643,the dislikes are from history teachers,negative,2
1644,sorry just came here to look up millie bobby brown,negative,2
1645,shakira is missing her hips dont lie,negative,2
1646,why does this guy not sound like what he looks like at all,negative,2
1647,this songs hits different when you just broke up,negative,2
1648,lets be honest this wasnt in your recommend you searched for it,negative,2
1649,intro is longer than my longest relationship,negative,2
1650,we all know the great singer she is but can we talk about how adeles beauty is underrated,negative,2
1651,omg why is here woman yells yelling uhhh is completely stupid lol,negative,2
1652,im now satisfied for knowing that this is actually single by selena gomez,negative,2
1653,never cheat girlfriend theyll turn to crazy psychopath,negative,2
1654,copied techoblade smh am disliking,negative,2
1655,hello am here to confess that shakira has been calling me every night and wants to divorce pique and come to me,negative,2
1656,my girlfriend said this song sucked now we arent closer,negative,2
1657,thought that this was the original song thought this for my hole life and today found out this is not the original music video lmao,negative,2
1658,everyone in the comments literally making up stories for attention,negative,2
1659,ive seen so many people using this song in stories without knowing the meaning,negative,2
1660,why is meghan so underrated nowadays,negative,2
1661,when in was asked my mum what all about that bass means she said that she was really low singer lol,negative,2
1662,never realized how easy it is to notice the lip sync on this song,negative,2
1663,still cant understand why did the fifth harmony girls are not together especially camila  normani,negative,2
1664,oh so this is why construction is never finished on time,negative,2
1665,look watch years later people will read these comments and wont know what quarantine was,negative,2
1666,yes am working in home due to covid shit,negative,2
1667,whos watching in but is now not justin bieber fan,negative,2
1668,how many think he made this song with wrong girl he looks like he is brother to her,negative,2
1669,just came to see how many dislikes he has on the video mil,negative,2
1670,the likes are the girls who couldnt be the girl in the video,negative,2
1671,shall go to church to purify my god damn eyes and ears,negative,2
1672,many people are here to compare babys dislike and sadak dislike,negative,2
1673,literally here just to check the dislikes again,negative,2
1674,the girl in this music video is soo underrated like the way she danced tho was just complete talent,negative,2
1675,for second thought she was naked,negative,2
1676,the fact that this has less likes than bad guy scares me,negative,2
1677,am so poor that cant get hot girls like this,negative,2
1678,only people who dont come from tiktok can like this comment,negative,2
1679,just need everything to stop hate my life it hurts lot,negative,2
1680,everyones gangster until they know the meaning of the song,negative,2
1681,hailey probably hates this music video for the action in this,negative,2
1682,think as girlfriend would be really mad that he made me go through that,negative,2
1683,think this song talks about justin and selenas relationship with illuminati,negative,2
1684,ive been listening to this song over and over that its not healthy,negative,2
1685,was so sad to lose eminem to trump derangement syndrome,negative,2
1686,feeling weird cause after decade just discovered the girl in the video is megan fox,negative,2
1687,there is reason why there is billion views and the likes dominate dislikes,negative,2
1688,is no one going to talk about the fact that she left that little girl home alone sleeping like bruh,negative,2
1689,you barely hear lauren in the song tbh,negative,2
1690,why they are try so hard to look sexy exepct camila,negative,2
1691,didnt know kylo ren got problem with being rude,negative,2
1692,the nostalgia of this song physically hurts,negative,2
1693,use to think it said batman wants kiss looking back was weird kid,negative,2
1694,as every dj and singer goes bad marsmello always gets better this is the difference of marsmello,negative,2
1695,those guys who gave dislike are the one who are bullies,negative,2
1696,this is not the girl that used to watch as kid,negative,2
1697,when nicki first showed up it look liked someone farted next to her,negative,2
1698,still dont get what is happening in this video,negative,2
1699,sexy song my girlfriend vanessa does it freaking sexy,negative,2
1700,mans got arrested and his nudes leakedfeels bad man,negative,2
1701,this dude just got arrested and his nudes got leaked on twitter man really went downhill after this song,negative,2
1702,seriously feel bad for silento no one hit wonder has got bullied to the extent he did yeah the song isnt great but would get tired of everyone left and right calling me one hit wonder,negative,2
1703,maybe he was just trying to steal bussy repair kit,negative,2
1704,damn why does this guy looks so alike the scrunchie man oh wonder why,negative,2
1705,oh my god remember when this guy was relevant this was so dumb,negative,2
1706,he was sticking it in like it was nothing,negative,2
1707,took trip down memory to dislike turns out already thumbs downed this song lmao,negative,2
1708,people didnt understand he was mf ing starboy,negative,2
1709,crazy how abel is an entirely different person with every album,negative,2
1710,man this hits like minecraft parody song lol,negative,2
1711,wouldnt be surprised if that panther was his actual pet,negative,2
1712,moment of silence for the girl who broke abels heart when he wasnt the weeknd look what youve done poor little girl,negative,2
1713,singer the weeknd band daft punk song stayboy,negative,2
1714,cant unhear you talkin money need to urinate,negative,2
1715,this is my shit cuz found out could actually dance when started listening to this lol,negative,2
1716,every who disliked misclicked,negative,2
1717,this video was meant for pure memes,negative,2
1718,never really liked this song but the meme like nature it gained makes listening to it now pure experience its kind of cleansing for the mind to listen to older songs nowadays,negative,2
1719,no nudes no drugs no alcohol just some meme material,negative,2
1720,this sounds so weird without the wii shop music in the background,negative,2
1721,if you mess with me like rohan once did youre dead,negative,2
1722,hate people who misspell zayn as zyan,negative,2
